2015-02-12,72062,\N,\N,9788186264256,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Fiction & Non-Fiction,Star Publications / Languages Of The World Publications,115,http://www.flipkart.com/search?q=9788186264256,NA,,,,,,,,,0
2015-02-16,72062,\N,\N,9788176500302,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Fiction & Non-Fiction,Star Publications / Languages Of The World Publications,210,http://www.flipkart.com/search?q=9788176500302,NA,,,,,,,,,0
2015-02-16,72062,\N,\N,9788176500364,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Fiction & Non-Fiction,Star Publications / Languages Of The World Publications,126,http://www.flipkart.com/search?q=9788176500364,NA,,,,,,,,,0
2015-02-16,72062,\N,\N,9788176500692,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Fiction & Non-Fiction,Star Publications / Languages Of The World Publications,134,http://www.flipkart.com/search?q=9788176500692,NA,,,,,,,,,0
2015-02-16,72062,\N,\N,9788176500449,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Fiction & Non-Fiction,Star Publications / Languages Of The World Publications,135,http://www.flipkart.com/search?q=9788176500449,NA,,,,,,,,,0
2015-02-16,72062,\N,\N,9788176500258,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Fiction & Non-Fiction,Star Publications / Languages Of The World Publications,123,http://www.flipkart.com/search?q=9788176500258,NA,,,,,,,,,0
2015-02-16,72062,\N,\N,9788176500807,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Fiction & Non-Fiction,Star Publications / Languages Of The World Publications,125,http://www.flipkart.com/search?q=9788176500807,NA,,,,,,,,,0
2015-02-16,72062,\N,\N,9788176500456,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Fiction & Non-Fiction,Star Publications / Languages Of The World Publications,130,http://www.flipkart.com/search?q=9788176500456,NA,,,,,,,,,0
2015-02-17,76932,\N,\N,CAGDX7VJWYCZKDJZ,Regular Description,Inhouse,FMCGAndOthers,HomeAndPersonalCare,PersonalCare,ComboAndKit,ComboAndKit,Victorias Secret,210,http://www.flipkart.com/search?q=CAGDX7VJWYCZKDJZ,https://www.victoriassecret.com/beauty/all-body-care/pure-seduction-fragrance-mist-vs-fantasies?ProductID=166512&CatalogueType=OLS; https://www.victoriassecret.com/beauty/all-body-care/love-spell-fragrance-mist-vs-fantasies?ProductID=166489&CatalogueType=OLS; https://www.victoriassecret.com/beauty/all-body-care/amber-romance-fragrance-mist-vs-fantasies?ProductID=154901&CatalogueType=OLS; https://www.victoriassecret.com/beauty/all-body-care/love-spell-hydrating-body-lotion-vs-fantasies?ProductID=165505&CatalogueType=OLS,,,,,,,,,0
2015-02-17,72062,\N,\N,9788176500920,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Fiction & Non-Fiction,Star Publications / Languages Of The World Publications,133,http://www.flipkart.com/search?q=9788176500920,NA,,,,,,,,,0
2015-02-17,72062,\N,\N,9788176501750,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Fiction & Non-Fiction,Star Publications / Languages Of The World Publications,163,http://www.flipkart.com/search?q=9788176501750,NA,,,,,,,,,0
2015-02-17,72062,\N,\N,9788176503266,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Fiction & Non-Fiction,Star Publications / Languages Of The World Publications,118,http://www.flipkart.com/search?q=9788176503266,NA,,,,,,,,,0
2015-02-19,73957,\N,\N,Casio Watches,SEO Small,Inhouse,Lifestyle,LifestyleAccessory,Watch,WristWatch,WristWatch,Casio,311,"https://docs.google.com/a/flipkart.com/document/d/1Ylax4X1MJ6N0oCzexRGDN63Cf73oSRXIB1tY8FqAaGE/edit?usp=sharing
https://docs.google.com/a/flipkart.com/document/d/1nxJHxQIIl2J_GctUNbnNOJrrMsvBdp8jf-IGiG1Fzp0/edit?usp=sharing
https://docs.google.com/a/flipkart.com/document/d/1clgptK3Y_Qnc87-FfsvOQbvwJ-cVASR9EPyTpMsaMbM/edit?usp=sharing
https://docs.google.com/a/flipkart.com/document/d/1va55JEdi49VVNxUvFVEH4dAHoFtvbGWobfdwcgrUAL4/edit?usp=sharing
https://docs.google.com/a/flipkart.com/document/d/1nG2jC03gd07d_OKDwZyXp4SFN9Q0YSqH6A_Giu5UDj4/edit?usp=sharing
https://docs.google.com/a/flipkart.com/document/d/1OCPIQXAczcxh1m-5IwVD-aOBe82P1TlxXCOCGAhEASU/edit?usp=sharing",NA,,,,,,,,,0
